# TRACKC++ version(Aug 25 2014 16:45:52)
# Accelerator Physics Group - LNLS
# Campinas BRAZIL
# contact: xresende@gmail.com
# [closed-orbit]
# ebeam_energy[eV] : 3000000000.000000
# harmonic_number  : 864
# cavity_state     : on
# radiation_state  : on
# chamber_state    : on

# idx fam_name        s[m]                   rx[m]                  ry[m]                  de                     px[rad]                py[rad]                dl[m]                 
# --- --------------- ---------------------- ---------------------- ---------------------- ---------------------- ---------------------- ---------------------- ----------------------
02143 sb1             +3.935798499999993E+02 +7.996263151332925E-08 +0.000000000000000E+00 -2.484383518566077E-05 -7.571608045376462E-08 +0.000000000000000E+00 -1.898904062912599E-02
02144 d17             +3.937298499999993E+02 +6.860494428822058E-08 +0.000000000000000E+00 -2.484383518566077E-05 -7.571599149267128E-08 +0.000000000000000E+00 -1.898904062912554E-02
02145 b1              +3.938998499999993E+02 +5.573290594366733E-08 +0.000000000000000E+00 -2.484383518566077E-05 -7.571599149267128E-08 +0.000000000000000E+00 -1.898904062912506E-02
02146 mb1             +3.943138899999993E+02 -9.824916972653699E-08 +0.000000000000000E+00 -2.537893926541258E-05 -6.785287243941510E-07 +0.000000000000000E+00 -1.898904064128079E-02
02147 b1              +3.943138899999993E+02 -9.824916972653699E-08 +0.000000000000000E+00 -2.537893926541258E-05 -6.785287243941510E-07 +0.000000000000000E+00 -1.898904064128079E-02
02148 d32             +3.947279299999993E+02 -5.205035340260403E-07 +0.000000000000000E+00 -2.591404683683717E-05 -1.386558062882827E-06 +0.000000000000000E+00 -1.898904752239427E-02
02149 vcm             +3.950479299999993E+02 -9.642136124722995E-07 +0.000000000000000E+00 -2.591404683683717E-05 -1.386558062882827E-06 +0.000000000000000E+00 -1.898904752208664E-02
02150 d12             +3.950479299999993E+02 -9.642136124722995E-07 +0.000000000000000E+00 -2.591404683683717E-05 -1.386558062882827E-06 +0.000000000000000E+00 -1.898904752208664E-02
02151 hcm             +3.951679299999993E+02 -1.130604891889647E-06 +0.000000000000000E+00 -2.591404683683717E-05 -1.386558062882827E-06 +0.000000000000000E+00 -1.898904752197128E-02
02152 d15             +3.951679299999993E+02 -1.130604891889647E-06 +0.000000000000000E+00 -2.591404683683717E-05 -1.386558062882827E-06 +0.000000000000000E+00 -1.898904752197128E-02
02153 sd1             +3.953179299999993E+02 -1.338593991161331E-06 +0.000000000000000E+00 -2.591404683683717E-05 -1.386558062882827E-06 +0.000000000000000E+00 -1.898904752182709E-02
02154 d17             +3.954679299999992E+02 -1.546579712011710E-06 +0.000000000000000E+00 -2.591404683683717E-05 -1.386510748507318E-06 +0.000000000000000E+00 -1.898904752168290E-02
02155 qf1             +3.956379299999992E+02 -1.782292647534005E-06 +0.000000000000000E+00 -2.591404683683717E-05 -1.386510748507318E-06 +0.000000000000000E+00 -1.898904752151948E-02
02156 d12             +3.958879299999992E+02 -1.990177805162305E-06 +0.000000000000000E+00 -2.591404683878248E-05 -2.559669700604875E-07 +0.000000000000000E+00 -1.898904752141966E-02
02157 BPM             +3.960079299999992E+02 -2.020894637566997E-06 +0.000000000000000E+00 -2.591404683878248E-05 -2.559669700604875E-07 +0.000000000000000E+00 -1.898904752141573E-02
02158 d11             +3.960079299999992E+02 -2.020894637566997E-06 +0.000000000000000E+00 -2.591404683878248E-05 -2.559669700604875E-07 +0.000000000000000E+00 -1.898904752141573E-02
02159 sf1             +3.961179299999993E+02 -2.049051733937965E-06 +0.000000000000000E+00 -2.591404683878248E-05 -2.559669700604875E-07 +0.000000000000000E+00 -1.898904752141212E-02
02160 d20             +3.962679299999992E+02 -2.087456610873613E-06 +0.000000000000000E+00 -2.591404683878248E-05 -2.560855198238335E-07 +0.000000000000000E+00 -1.898904752140722E-02
02161 qf2             +3.964679299999992E+02 -2.138675042115206E-06 +0.000000000000000E+00 -2.591404683878248E-05 -2.560855198238335E-07 +0.000000000000000E+00 -1.898904752140066E-02
02162 d17             +3.967179299999992E+02 -1.980189073479170E-06 +0.000000000000000E+00 -2.591404684348298E-05 +1.501712492129015E-06 +0.000000000000000E+00 -1.898904752131802E-02
02163 sd2             +3.968879299999992E+02 -1.724891334019658E-06 +0.000000000000000E+00 -2.591404684348298E-05 +1.501712492129015E-06 +0.000000000000000E+00 -1.898904752112632E-02
02164 d12             +3.970379299999992E+02 -1.499626104494809E-06 +0.000000000000000E+00 -2.591404684348298E-05 +1.501744575927748E-06 +0.000000000000000E+00 -1.898904752095715E-02
02165 hcm             +3.971579299999992E+02 -1.319412085308944E-06 +0.000000000000000E+00 -2.591404684348298E-05 +1.501744575927748E-06 +0.000000000000000E+00 -1.898904752082183E-02
02166 d10             +3.971579299999992E+02 -1.319412085308944E-06 +0.000000000000000E+00 -2.591404684348298E-05 +1.501744575927748E-06 +0.000000000000000E+00 -1.898904752082183E-02
02167 BPM             +3.972579299999992E+02 -1.169233735987390E-06 +0.000000000000000E+00 -2.591404684348298E-05 +1.501744575927748E-06 +0.000000000000000E+00 -1.898904752070906E-02
02168 d10             +3.972579299999992E+02 -1.169233735987390E-06 +0.000000000000000E+00 -2.591404684348298E-05 +1.501744575927748E-06 +0.000000000000000E+00 -1.898904752070906E-02
02169 b2              +3.973579299999993E+02 -1.019055386665836E-06 +0.000000000000000E+00 -2.591404684348298E-05 +1.501744575927748E-06 +0.000000000000000E+00 -1.898904752059630E-02
02170 mb2             +3.979720609999993E+02 -4.986778035693772E-07 +0.000000000000000E+00 -2.670776008636981E-05 +2.314690422811651E-07 +0.000000000000000E+00 -1.898907238248318E-02
02171 b2              +3.979720609999993E+02 -4.986778035693772E-07 +0.000000000000000E+00 -2.670776008636981E-05 +2.314690422811651E-07 +0.000000000000000E+00 -1.898907238248318E-02
02172 d18             +3.985861919999992E+02 -7.265635110560595E-07 +0.000000000000000E+00 -2.750146901411549E-05 -9.978475378350396E-07 +0.000000000000000E+00 -1.898909208108563E-02
02173 vcm             +3.987661919999993E+02 -9.061810076113826E-07 +0.000000000000000E+00 -2.750146901411549E-05 -9.978475378350396E-07 +0.000000000000000E+00 -1.898909208099601E-02
02174 d26             +3.987661919999993E+02 -9.061810076113826E-07 +0.000000000000000E+00 -2.750146901411549E-05 -9.978475378350396E-07 +0.000000000000000E+00 -1.898909208099601E-02
02175 sd3             +3.990261919999992E+02 -1.165628502635738E-06 +0.000000000000000E+00 -2.750146901411549E-05 -9.978475378350396E-07 +0.000000000000000E+00 -1.898909208086657E-02
02176 d17             +3.991761919999992E+02 -1.315307338114238E-06 +0.000000000000000E+00 -2.750146901411549E-05 -9.978140375912368E-07 +0.000000000000000E+00 -1.898909208079189E-02
02177 qf3             +3.993461919999992E+02 -1.484940389662859E-06 +0.000000000000000E+00 -2.750146901411549E-05 -9.978140375912368E-07 +0.000000000000000E+00 -1.898909208070726E-02
02178 d12             +3.995961919999992E+02 -1.585792528230726E-06 +0.000000000000000E+00 -2.750146901631246E-05 +2.040061096060127E-07 +0.000000000000000E+00 -1.898909208067177E-02
02179 BPM             +3.997161919999992E+02 -1.561311121803364E-06 +0.000000000000000E+00 -2.750146901631246E-05 +2.040061096060127E-07 +0.000000000000000E+00 -1.898909208066927E-02
02180 d11             +3.997161919999992E+02 -1.561311121803364E-06 +0.000000000000000E+00 -2.750146901631246E-05 +2.040061096060127E-07 +0.000000000000000E+00 -1.898909208066927E-02
02181 sf2             +3.998261919999993E+02 -1.538869832578282E-06 +0.000000000000000E+00 -2.750146901631246E-05 +2.040061096060127E-07 +0.000000000000000E+00 -1.898909208066698E-02
02182 d20             +3.999761919999992E+02 -1.508272461194144E-06 +0.000000000000000E+00 -2.750146901631246E-05 +2.039480114560568E-07 +0.000000000000000E+00 -1.898909208066386E-02
02183 qf4             +4.001761919999992E+02 -1.467481737098097E-06 +0.000000000000000E+00 -2.750146901631246E-05 +2.039480114560568E-07 +0.000000000000000E+00 -1.898909208065970E-02
02184 d15             +4.004261919999992E+02 -1.295488220615752E-06 +0.000000000000000E+00 -2.750146901768227E-05 +1.152503430409325E-06 +0.000000000000000E+00 -1.898909208059110E-02
02185 hcm             +4.005761919999992E+02 -1.122607951592991E-06 +0.000000000000000E+00 -2.750146901768227E-05 +1.152503430409325E-06 +0.000000000000000E+00 -1.898909208049147E-02
02186 crhv            +4.005761919999992E+02 -1.122607951592991E-06 +0.000000000000000E+00 -2.750146901768227E-05 +1.152503430409325E-06 +0.000000000000000E+00 -1.898909208049147E-02
02187 d12             +4.005761919999992E+02 -1.122607951592991E-06 +0.000000000000000E+00 -2.750146901768227E-05 +1.152503430409325E-06 +0.000000000000000E+00 -1.898909208049147E-02
02188 BPM             +4.006961919999992E+02 -9.843037363747821E-07 +0.000000000000000E+00 -2.750146901768227E-05 +1.152503430409325E-06 +0.000000000000000E+00 -1.898909208041177E-02
02189 d44             +4.006961919999992E+02 -9.843037363747821E-07 +0.000000000000000E+00 -2.750146901768227E-05 +1.152503430409325E-06 +0.000000000000000E+00 -1.898909208041177E-02
02190 b3              +4.011361919999992E+02 -4.771882805746832E-07 +0.000000000000000E+00 -2.750146901768227E-05 +1.152503430409325E-06 +0.000000000000000E+00 -1.898909208011954E-02
02191 mb3             +4.013501974999992E+02 -2.744943492400619E-07 +0.000000000000000E+00 -2.777805199478791E-05 +7.471149144316810E-07 +0.000000000000000E+00 -1.898909667994256E-02
02192 b3              +4.013501974999992E+02 -2.744943492400619E-07 +0.000000000000000E+00 -2.777805199478791E-05 +7.471149144316810E-07 +0.000000000000000E+00 -1.898909667994256E-02
02193 d13             +4.015642029999992E+02 -1.557536119264500E-07 +0.000000000000000E+00 -2.805463363530471E-05 +3.651510177161105E-07 +0.000000000000000E+00 -1.898909927944853E-02
02194 bc              +4.016942029999992E+02 -1.082826478428499E-07 +0.000000000000000E+00 -2.805463363530471E-05 +3.651510177161105E-07 +0.000000000000000E+00 -1.898909927943987E-02
02195 mc              +4.017568999999992E+02 -9.614374636770719E-08 +0.000000000000000E+00 -2.895955977141333E-05 +2.047272231525129E-08 +0.000000000000000E+00 -1.898910050623120E-02
02196 bc              +4.017568999999992E+02 -9.614374636770719E-08 +0.000000000000000E+00 -2.895955977141333E-05 +2.047272231525129E-08 +0.000000000000000E+00 -1.898910050623120E-02
02197 d13             +4.018195969999992E+02 -1.059465467076505E-07 +0.000000000000000E+00 -2.986448426991053E-05 -3.352583717248726E-07 +0.000000000000000E+00 -1.898910171804654E-02
02198 b3              +4.019495969999992E+02 -1.495314366721447E-07 +0.000000000000000E+00 -2.986448426991053E-05 -3.352583717248726E-07 +0.000000000000000E+00 -1.898910171803924E-02
02199 mb3             +4.021636024999992E+02 -2.643955658407371E-07 +0.000000000000000E+00 -3.014106469276866E-05 -7.418241935805449E-07 +0.000000000000000E+00 -1.898910421024210E-02
02200 b3              +4.021636024999992E+02 -2.643955658407371E-07 +0.000000000000000E+00 -3.014106469276866E-05 -7.418241935805449E-07 +0.000000000000000E+00 -1.898910421024210E-02
02201 d44             +4.023776079999992E+02 -4.691821814595803E-07 +0.000000000000000E+00 -3.041764613873941E-05 -1.178547662124227E-06 +0.000000000000000E+00 -1.898910869012939E-02
02202 BPM             +4.028176079999992E+02 -9.877589266781722E-07 +0.000000000000000E+00 -3.041764613873941E-05 -1.178547662124227E-06 +0.000000000000000E+00 -1.898910868982379E-02
02203 d12             +4.028176079999992E+02 -9.877589266781722E-07 +0.000000000000000E+00 -3.041764613873941E-05 -1.178547662124227E-06 +0.000000000000000E+00 -1.898910868982379E-02
02204 hcm             +4.029376079999992E+02 -1.129188948101425E-06 +0.000000000000000E+00 -3.041764613873941E-05 -1.178547662124227E-06 +0.000000000000000E+00 -1.898910868974045E-02
02205 d15             +4.029376079999992E+02 -1.129188948101425E-06 +0.000000000000000E+00 -3.041764613873941E-05 -1.178547662124227E-06 +0.000000000000000E+00 -1.898910868974045E-02
02206 qf4             +4.030876079999991E+02 -1.305976474880490E-06 +0.000000000000000E+00 -3.041764613873941E-05 -1.178547662124227E-06 +0.000000000000000E+00 -1.898910868963627E-02
02207 d20             +4.033376079999991E+02 -1.483424593201180E-06 +0.000000000000000E+00 -3.041764614013562E-05 -2.209181365562638E-07 +0.000000000000000E+00 -1.898910868956368E-02
02208 sf2             +4.035376079999991E+02 -1.527609564515255E-06 +0.000000000000000E+00 -3.041764614013562E-05 -2.209181365562638E-07 +0.000000000000000E+00 -1.898910868955880E-02
02209 d11             +4.036876079999991E+02 -1.560752737181279E-06 +0.000000000000000E+00 -3.041764614013562E-05 -2.209778174596270E-07 +0.000000000000000E+00 -1.898910868955512E-02
02210 BPM             +4.037976079999991E+02 -1.585061036503085E-06 +0.000000000000000E+00 -3.041764614013562E-05 -2.209778174596270E-07 +0.000000000000000E+00 -1.898910868955243E-02
02211 d12             +4.037976079999991E+02 -1.585061036503085E-06 +0.000000000000000E+00 -3.041764614013562E-05 -2.209778174596270E-07 +0.000000000000000E+00 -1.898910868955243E-02
02212 qf3             +4.039176079999991E+02 -1.611579181217782E-06 +0.000000000000000E+00 -3.041764614013562E-05 -2.209778174596270E-07 +0.000000000000000E+00 -1.898910868954950E-02
02213 d17             +4.041676079999991E+02 -1.512391977879519E-06 +0.000000000000000E+00 -3.041764614240935E-05 +1.001678713848820E-06 +0.000000000000000E+00 -1.898910868951416E-02
02214 sd3             +4.043376079999991E+02 -1.342101416687188E-06 +0.000000000000000E+00 -3.041764614240935E-05 +1.001678713848820E-06 +0.000000000000000E+00 -1.898910868942887E-02
02215 d26             +4.044876079999991E+02 -1.191842314668950E-06 +0.000000000000000E+00 -3.041764614240935E-05 +1.001713659486609E-06 +0.000000000000000E+00 -1.898910868935362E-02
02216 vcm             +4.047476079999991E+02 -9.313888408208277E-07 +0.000000000000000E+00 -3.041764614240935E-05 +1.001713659486609E-06 +0.000000000000000E+00 -1.898910868922316E-02
02217 crhv            +4.047476079999991E+02 -9.313888408208277E-07 +0.000000000000000E+00 -3.041764614240935E-05 +1.001713659486609E-06 +0.000000000000000E+00 -1.898910868922316E-02
02218 d18             +4.047476079999991E+02 -9.313888408208277E-07 +0.000000000000000E+00 -3.041764614240935E-05 +1.001713659486609E-06 +0.000000000000000E+00 -1.898910868922316E-02
02219 b2              +4.049276079999991E+02 -7.510748973875122E-07 +0.000000000000000E+00 -3.041764614240935E-05 +1.001713659486609E-06 +0.000000000000000E+00 -1.898910868913285E-02
02220 mb2             +4.055417389999991E+02 -5.631699762595207E-07 +0.000000000000000E+00 -3.121134996144549E-05 -3.780756864982443E-07 +0.000000000000000E+00 -1.898912970699004E-02
02221 b2              +4.055417389999991E+02 -5.631699762595207E-07 +0.000000000000000E+00 -3.121134996144549E-05 -3.780756864982443E-07 +0.000000000000000E+00 -1.898912970699004E-02
02222 d20             +4.061558699999991E+02 -1.244375022065913E-06 +0.000000000000000E+00 -3.200505759266035E-05 -1.901488936846573E-06 +0.000000000000000E+00 -1.898915929692491E-02
02223 hcm             +4.063558699999991E+02 -1.624684981277376E-06 +0.000000000000000E+00 -3.200505759266035E-05 -1.901488936846573E-06 +0.000000000000000E+00 -1.898915929656332E-02
02224 d12             +4.063558699999991E+02 -1.624684981277376E-06 +0.000000000000000E+00 -3.200505759266035E-05 -1.901488936846573E-06 +0.000000000000000E+00 -1.898915929656332E-02
02225 sd2             +4.064758699999991E+02 -1.852870956804253E-06 +0.000000000000000E+00 -3.200505759266035E-05 -1.901488936846573E-06 +0.000000000000000E+00 -1.898915929634637E-02
02226 d17             +4.066258699999991E+02 -2.138099915001396E-06 +0.000000000000000E+00 -3.200505759266035E-05 -1.901439784263762E-06 +0.000000000000000E+00 -1.898915929607517E-02
02227 qf2             +4.067958699999991E+02 -2.461355024124620E-06 +0.000000000000000E+00 -3.200505759266035E-05 -1.901439784263762E-06 +0.000000000000000E+00 -1.898915929576784E-02
02228 d20             +4.070458699999991E+02 -2.666758412014660E-06 +0.000000000000000E+00 -3.200505759994682E-05 +2.870734400969795E-07 +0.000000000000000E+00 -1.898915929563320E-02
02229 sf1             +4.072458699999991E+02 -2.609341886376053E-06 +0.000000000000000E+00 -3.200505759994682E-05 +2.870734400969795E-07 +0.000000000000000E+00 -1.898915929562496E-02
02230 d11             +4.073958699999990E+02 -2.566293489123513E-06 +0.000000000000000E+00 -3.200505759994682E-05 +2.868878487998956E-07 +0.000000000000000E+00 -1.898915929561880E-02
02231 BPM             +4.075058699999990E+02 -2.534734815718365E-06 +0.000000000000000E+00 -3.200505759994682E-05 +2.868878487998956E-07 +0.000000000000000E+00 -1.898915929561427E-02
02232 d12             +4.075058699999990E+02 -2.534734815718365E-06 +0.000000000000000E+00 -3.200505759994682E-05 +2.868878487998956E-07 +0.000000000000000E+00 -1.898915929561427E-02
02233 qf1             +4.076258699999991E+02 -2.500307172003657E-06 +0.000000000000000E+00 -3.200505759994682E-05 +2.868878487998956E-07 +0.000000000000000E+00 -1.898915929560933E-02
02234 d17             +4.078758699999991E+02 -2.247594902330066E-06 +0.000000000000000E+00 -3.200505760302793E-05 +1.709751626901058E-06 +0.000000000000000E+00 -1.898915929546042E-02
02235 sd1             +4.080458699999991E+02 -1.956927822940266E-06 +0.000000000000000E+00 -3.200505760302793E-05 +1.709751626901058E-06 +0.000000000000000E+00 -1.898915929521192E-02
02236 d15             +4.081958699999990E+02 -1.700450902446365E-06 +0.000000000000000E+00 -3.200505760302793E-05 +1.709827650569722E-06 +0.000000000000000E+00 -1.898915929499266E-02
02237 hcm             +4.083458699999990E+02 -1.443968546128319E-06 +0.000000000000000E+00 -3.200505760302793E-05 +1.709827650569722E-06 +0.000000000000000E+00 -1.898915929477338E-02
02238 d12             +4.083458699999990E+02 -1.443968546128319E-06 +0.000000000000000E+00 -3.200505760302793E-05 +1.709827650569722E-06 +0.000000000000000E+00 -1.898915929477338E-02
02239 vcm             +4.084658699999990E+02 -1.238782661073882E-06 +0.000000000000000E+00 -3.200505760302793E-05 +1.709827650569722E-06 +0.000000000000000E+00 -1.898915929459796E-02
02240 d22             +4.084658699999990E+02 -1.238782661073882E-06 +0.000000000000000E+00 -3.200505760302793E-05 +1.709827650569722E-06 +0.000000000000000E+00 -1.898915929459796E-02
02241 BPM             +4.086858699999991E+02 -8.626085384740804E-07 +0.000000000000000E+00 -3.200505760302793E-05 +1.709827650569722E-06 +0.000000000000000E+00 -1.898915929427636E-02
02242 d10             +4.086858699999991E+02 -8.626085384740804E-07 +0.000000000000000E+00 -3.200505760302793E-05 +1.709827650569722E-06 +0.000000000000000E+00 -1.898915929427636E-02
02243 b1              +4.087858699999991E+02 -6.916203009287161E-07 +0.000000000000000E+00 -3.200505760302793E-05 +1.709827650569722E-06 +0.000000000000000E+00 -1.898915929413017E-02
02244 mb1             +4.091999099999991E+02 -1.767205717066941E-07 +0.000000000000000E+00 -3.254015976823010E-05 +8.036485096135297E-07 +0.000000000000000E+00 -1.898916902348591E-02
02245 b1              +4.091999099999991E+02 -1.767205717066941E-07 +0.000000000000000E+00 -3.254015976823010E-05 +8.036485096135297E-07 +0.000000000000000E+00 -1.898916902348591E-02
02246 d17             +4.096139499999991E+02 -1.304259650958001E-08 +0.000000000000000E+00 -3.307525656092218E-05 -6.450340468779237E-09 +0.000000000000000E+00 -1.898917064087802E-02
02247 sa1             +4.097839499999991E+02 -1.413919065940533E-08 +0.000000000000000E+00 -3.307525656092218E-05 -6.450340468779237E-09 +0.000000000000000E+00 -1.898917064087801E-02
02248 d17             +4.099339499999991E+02 -1.510677359653284E-08 +0.000000000000000E+00 -3.307525656092218E-05 -6.450338611247265E-09 +0.000000000000000E+00 -1.898917064087801E-02
02249 qad             +4.101039499999991E+02 -1.620336743056728E-08 +0.000000000000000E+00 -3.307525656092218E-05 -6.450338611247265E-09 +0.000000000000000E+00 -1.898917064087801E-02
02250 d23             +4.102439499999991E+02 -1.755004385978089E-08 +0.000000000000000E+00 -3.307525656092224E-05 -1.287297986489683E-08 +0.000000000000000E+00 -1.898917064087801E-02
02251 qaf             +4.104739499999991E+02 -2.051092716068198E-08 +0.000000000000000E+00 -3.307525656092224E-05 -1.287297986489683E-08 +0.000000000000000E+00 -1.898917064087799E-02
02252 d12             +4.108139499999991E+02 -2.174220669342969E-08 +0.000000000000000E+00 -3.307525656092264E-05 +5.808272192502607E-09 +0.000000000000000E+00 -1.898917064087799E-02
02253 BPM             +4.109339499999991E+02 -2.104519097635570E-08 +0.000000000000000E+00 -3.307525656092264E-05 +5.808272192502607E-09 +0.000000000000000E+00 -1.898917064087799E-02
02254 d12             +4.109339499999991E+02 -2.104519097635570E-08 +0.000000000000000E+00 -3.307525656092264E-05 +5.808272192502607E-09 +0.000000000000000E+00 -1.898917064087799E-02
02255 sa2             +4.110539499999991E+02 -2.034817525928172E-08 +0.000000000000000E+00 -3.307525656092264E-05 +5.808272192502607E-09 +0.000000000000000E+00 -1.898917064087798E-02
02256 d12             +4.112039499999991E+02 -1.947690572498257E-08 +0.000000000000000E+00 -3.307525656092264E-05 +5.808270720112252E-09 +0.000000000000000E+00 -1.898917064087798E-02
02257 hcm             +4.113239499999991E+02 -1.877989018460127E-08 +0.000000000000000E+00 -3.307525656092264E-05 +5.808270720112252E-09 +0.000000000000000E+00 -1.898917064087798E-02
02258 d12             +4.113239499999991E+02 -1.877989018460127E-08 +0.000000000000000E+00 -3.307525656092264E-05 +5.808270720112252E-09 +0.000000000000000E+00 -1.898917064087798E-02
02259 vcm             +4.114439499999991E+02 -1.808287464421997E-08 +0.000000000000000E+00 -3.307525656092264E-05 +5.808270720112252E-09 +0.000000000000000E+00 -1.898917064087798E-02
02260 crhv            +4.114439499999991E+02 -1.808287464421997E-08 +0.000000000000000E+00 -3.307525656092264E-05 +5.808270720112252E-09 +0.000000000000000E+00 -1.898917064087798E-02
02261 dia             +4.114439499999991E+02 -1.808287464421997E-08 +0.000000000000000E+00 -3.307525656092264E-05 +5.808270720112252E-09 +0.000000000000000E+00 -1.898917064087798E-02
02262 id_enda         +4.137167999999991E+02 -4.881109886256412E-09 +0.000000000000000E+00 -3.307525656092264E-05 +5.808270720112252E-09 +0.000000000000000E+00 -1.898917064087794E-02
02263 dia             +4.137167999999991E+02 -4.881109886256412E-09 +0.000000000000000E+00 -3.307525656092264E-05 +5.808270720112252E-09 +0.000000000000000E+00 -1.898917064087794E-02
02264 mia             +4.147167999999991E+02 +9.273529502543835E-10 +0.000000000000000E+00 -3.307525656092264E-05 +5.808270720112252E-09 +0.000000000000000E+00 -1.898917064087792E-02
02265 dia             +4.147167999999991E+02 +9.273529502543835E-10 +0.000000000000000E+00 -3.307525656092264E-05 +5.808270720112252E-09 +0.000000000000000E+00 -1.898917064087792E-02
02266 id_enda         +4.157167999999991E+02 +6.735815786765179E-09 +0.000000000000000E+00 -3.307525656092264E-05 +5.808270720112252E-09 +0.000000000000000E+00 -1.898917064087790E-02
02267 dia             +4.157167999999991E+02 +6.735815786765179E-09 +0.000000000000000E+00 -3.307525656092264E-05 +5.808270720112252E-09 +0.000000000000000E+00 -1.898917064087790E-02
02268 crhv            +4.179896499999991E+02 +1.993758054472874E-08 +0.000000000000000E+00 -3.307525656092264E-05 +5.808270720112252E-09 +0.000000000000000E+00 -1.898917064087786E-02
02269 vcm             +4.179896499999991E+02 +1.993758054472874E-08 +0.000000000000000E+00 -3.307525656092264E-05 +5.808270720112252E-09 +0.000000000000000E+00 -1.898917064087786E-02
02270 d12             +4.179896499999991E+02 +1.993758054472874E-08 +0.000000000000000E+00 -3.307525656092264E-05 +5.808270720112252E-09 +0.000000000000000E+00 -1.898917064087786E-02
02271 hcm             +4.181096499999991E+02 +2.063459608511004E-08 +0.000000000000000E+00 -3.307525656092264E-05 +5.808270720112252E-09 +0.000000000000000E+00 -1.898917064087786E-02
02272 d12             +4.181096499999991E+02 +2.063459608511004E-08 +0.000000000000000E+00 -3.307525656092264E-05 +5.808270720112252E-09 +0.000000000000000E+00 -1.898917064087786E-02
02273 sa2             +4.182296499999991E+02 +2.133161162549133E-08 +0.000000000000000E+00 -3.307525656092264E-05 +5.808270720112252E-09 +0.000000000000000E+00 -1.898917064087786E-02
02274 d12             +4.183796499999991E+02 +2.220288092076877E-08 +0.000000000000000E+00 -3.307525656092264E-05 +5.808268960709365E-09 +0.000000000000000E+00 -1.898917064087786E-02
02275 BPM             +4.184996499999991E+02 +2.289989625001473E-08 +0.000000000000000E+00 -3.307525656092264E-05 +5.808268960709365E-09 +0.000000000000000E+00 -1.898917064087785E-02
02276 d12             +4.184996499999991E+02 +2.289989625001473E-08 +0.000000000000000E+00 -3.307525656092264E-05 +5.808268960709365E-09 +0.000000000000000E+00 -1.898917064087785E-02
02277 qaf             +4.186196499999991E+02 +2.359691157926070E-08 +0.000000000000000E+00 -3.307525656092264E-05 +5.808268960709365E-09 +0.000000000000000E+00 -1.898917064087785E-02
02278 d23             +4.189596499999990E+02 +2.210024633341794E-08 +0.000000000000000E+00 -3.307525656092306E-05 -1.439567918242850E-08 +0.000000000000000E+00 -1.898917064087784E-02
02279 qad             +4.191896499999991E+02 +1.878913060545718E-08 +0.000000000000000E+00 -3.307525656092306E-05 -1.439567918242850E-08 +0.000000000000000E+00 -1.898917064087782E-02
02280 d17             +4.193296499999990E+02 +1.726066740239481E-08 +0.000000000000000E+00 -3.307525656092321E-05 -7.536078596304285E-09 +0.000000000000000E+00 -1.898917064087782E-02
02281 sa1             +4.194996499999991E+02 +1.597949166580689E-08 +0.000000000000000E+00 -3.307525656092321E-05 -7.536078596304285E-09 +0.000000000000000E+00 -1.898917064087781E-02
02282 d17             +4.196496499999990E+02 +1.484904264506576E-08 +0.000000000000000E+00 -3.307525656092321E-05 -7.536076532130104E-09 +0.000000000000000E+00 -1.898917064087781E-02
02283 b1              +4.198196499999991E+02 +1.356786725939907E-08 +0.000000000000000E+00 -3.307525656092321E-05 -7.536076532130104E-09 +0.000000000000000E+00 -1.898917064087781E-02
02284 mb1             +4.202336899999991E+02 -1.560185505697426E-07 +0.000000000000000E+00 -3.361035244043699E-05 -8.228509720214639E-07 +0.000000000000000E+00 -1.898917168277642E-02
02285 b1              +4.202336899999991E+02 -1.560185505697426E-07 +0.000000000000000E+00 -3.361035244043699E-05 -8.228509720214639E-07 +0.000000000000000E+00 -1.898917168277642E-02
02286 d32             +4.206477299999991E+02 -6.848574507863204E-07 +0.000000000000000E+00 -3.414545267472556E-05 -1.762983639768524E-06 +0.000000000000000E+00 -1.898918105234441E-02
02287 vcm             +4.209677299999991E+02 -1.249031479489845E-06 +0.000000000000000E+00 -3.414545267472556E-05 -1.762983639768524E-06 +0.000000000000000E+00 -1.898918105184708E-02
02288 d12             +4.209677299999991E+02 -1.249031479489845E-06 +0.000000000000000E+00 -3.414545267472556E-05 -1.762983639768524E-06 +0.000000000000000E+00 -1.898918105184708E-02
02289 hcm             +4.210877299999991E+02 -1.460596740253667E-06 +0.000000000000000E+00 -3.414545267472556E-05 -1.762983639768524E-06 +0.000000000000000E+00 -1.898918105166058E-02
02290 d15             +4.210877299999991E+02 -1.460596740253667E-06 +0.000000000000000E+00 -3.414545267472556E-05 -1.762983639768524E-06 +0.000000000000000E+00 -1.898918105166058E-02
02291 sd1             +4.212377299999990E+02 -1.725053316208445E-06 +0.000000000000000E+00 -3.414545267472556E-05 -1.762983639768524E-06 +0.000000000000000E+00 -1.898918105142746E-02
02292 d17             +4.213877299999990E+02 -1.989504288915450E-06 +0.000000000000000E+00 -3.414545267472556E-05 -1.762905216497128E-06 +0.000000000000000E+00 -1.898918105119435E-02
02293 qf1             +4.215577299999990E+02 -2.289208409252819E-06 +0.000000000000000E+00 -3.414545267472556E-05 -1.762905216497128E-06 +0.000000000000000E+00 -1.898918105093016E-02
02294 d12             +4.218077299999990E+02 -2.551843209518859E-06 +0.000000000000000E+00 -3.414545267792887E-05 -3.121260990170110E-07 +0.000000000000000E+00 -1.898918105077017E-02
